Data source,Date of update,Product name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,NCE?,Mycobacterium tuberculosis,Clostridioides difficile
WHO AMR pipeline analysis,Nov-21,AR-302,Non-traditional,Antibodies,anti-S. aureus IgG monoclonal Ab,"S. aureus HAP, VAP",IV,Phase II,"Aridis
AstraZeneca/ MedImmune",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Staphylococcus aureus,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Other priority pathogens,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ARX-1796,Antibiotics,,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Benapenem,Antibiotics,,Carbapenem,cUTI,IV,Phase III,Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Enterococcus faecium,Other priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BWC0977,Antibiotics,,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,Bugworks Research,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,BX004-A,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,BiomX,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CAL02,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,"Eagle Pharmaceuticals
(Combioxin SA)",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,CF-301,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,Contrafect,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Delpazolid,Antibiotics,,Oxazolidinone,"Pulmonary tuberculosis, Gram-positive bacterial infections",Oral,Phase II,"LegoChem Biosciences Inc., HaiHe Biopharma",Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,Yes,y,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Durlobactam + sulbactam,Antibiotics,,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,Entasis Therapeutics Inc.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,EBL-1003,Antibiotics,,Aminoglycoside,Bacterial infections,IV,Phase I,Juvabis,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
