Product name,Alternative name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Clinical trials,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,Mycobacterium tuberculosis,Clostridioides difficile
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Staphylococcus aureus,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Other priority pathogens,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
ARX-1796,Oral Avibactam prodrug,Antibiotics,NA,DBO-BLI + β-lactam,Gram-negative infections,Oral,Phase I,NCT03931876,Pfizer/ Arixa Pharmaceuticals,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
Benapenem,NA,Antibiotics,NA,Carbapenem,cUTI,IV,Phase III,"NCT03578588, CTR20190760, CTR20181302",Sichuan Pharmaceutical Holdings Group Ltd,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Enterococcus faecium,Other priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,Inconclusive,NA,NA
BWC0977,NA,Antibiotics,NA,Topoisomerase,Gram-negative and Gram-positive bacterial infections,IV,Phase I,NCT05088421,Bugworks Research,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
BX004-A,NA,Non-traditional,Bacteriophages and phage-derived enzymes,Bacteriophage,CF subjects with P. aeruginosa infections,Inhalation,Phase II,NCT05010577,BiomX,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
CAL02,NA,Non-traditional,Miscellaneous,Broad spectrum anti-toxin liposomal agent and nanoparticle,S. pneumonia severe pneumonia,IV,Phase I,NCT02583373,Eagle Pharmaceuticals (Combioxin SA),Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
CF-301,Exebacase,Non-traditional,Bacteriophages and phage-derived enzymes,Phage endolysin,S. aureus bacteremia,IV,Phase III,NCT04160468,Contrafect,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
Delpazolid,LCB01-0371,Antibiotics,NA,Oxazolidinone,"Pulmonary tuberculosis, Gram-positive bacterial infections",Oral,Phase II,"NCT02836483, NCT04550832","LegoChem Biosciences Inc., HaiHe Biopharma",Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,y,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
Durlobactam + sulbactam,ETX2514,Antibiotics,NA,"DBO-BLI /PBP2 binder + β-lactam-BLI/PBP1,3 binder","A. baumannii HAP, VAP",IV,Phase III,"NCT03445195, NCT03894046",Entasis Therapeutics Inc.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
EBL-1003,Apramycin,Antibiotics,NA,Aminoglycoside,Bacterial infections,IV,Phase I,NCT04105205,Juvabis,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
